Age,Annual Salary (USD),Device Used
62.0,174813.0,Tablet
63.0,155521.0,Mobile
59.0,138311.0,Desktop
49.0,167629.0,Tablet
49.0,172731.0,Desktop
23.0,149977.0,Desktop
65.0,184886.0,Desktop
55.0,184920.0,Mobile
34.0,136502.0,Tablet
27.0,87220.0,Desktop
67.0,180944.0,Tablet
44.0,155448.0,Tablet
67.0,62881.0,Tablet
52.0,101245.0,Mobile
69.0,159190.0,Desktop
38.0,44888.0,Tablet
42.0,109827.0,Tablet
45.0,62460.0,Mobile
64.0,126873.0,Tablet
32.0,174361.0,Tablet
21.0,56594.0,Tablet
46.0,42588.0,Mobile
26.0,70013.0,Desktop
44.0,181180.0,Mobile
43.0,182656.0,Desktop
36.0,73172.0,Desktop
45.0,181121.0,Tablet
34.0,71615.0,Tablet
60.0,86358.0,Mobile
58.0,40112.0,Tablet
59.0,106514.0,Mobile
67.0,31037.0,Tablet
37.0,23996.0,Mobile
62.0,38066.0,Mobile
57.0,105963.0,Desktop
56.0,140105.0,Tablet
66.0,55865.0,Desktop
40.0,195779.0,Desktop
64.0,141023.0,Tablet
49.0,154139.0,Mobile
69.0,145555.0,Desktop
64.0,151413.0,Tablet
50.0,167499.0,Desktop
63.0,41440.0,Mobile
22.0,96163.0,Mobile
60.0,103738.0,Mobile
65.0,94877.0,Mobile
51.0,34314.0,Desktop
57.0,189659.0,Tablet
28.0,105365.0,Tablet
67.0,149592.0,Desktop
20.0,195282.0,Mobile
50.0,178208.0,Tablet
28.0,198926.0,Mobile
33.0,165063.0,Tablet
35.0,20110.0,Mobile
47.0,192342.0,Tablet
65.0,187296.0,Mobile
27.0,115011.0,Desktop
35.0,99213.0,Mobile
55.0,50252.0,Tablet
36.0,66887.0,Tablet
53.0,178655.0,Desktop
30.0,91251.0,Tablet
63.0,100375.0,Mobile
20.0,130625.0,Tablet
27.0,48645.0,Desktop
55.0,58664.0,Mobile
18.0,89274.0,Desktop
44.0,181302.0,Desktop
63.0,141083.0,Tablet
25.0,52261.0,Mobile
68.0,112432.0,Desktop
63.0,39365.0,Mobile
59.0,125127.0,Mobile
34.0,63817.0,Desktop
26.0,168403.0,Desktop
23.0,170877.0,Mobile
60.0,175446.0,Mobile
42.0,163883.0,Mobile
56.0,119591.0,Mobile
66.0,164155.0,Tablet
45.0,61610.0,Desktop
50.0,158233.0,Tablet
54.0,160475.0,Mobile
26.0,131833.0,Desktop
35.0,87494.0,Tablet
38.0,199496.0,Mobile
19.0,40805.0,Mobile
60.0,109506.0,Desktop
55.0,25468.0,Tablet
57.0,26135.0,Desktop
53.0,142056.0,Tablet
67.0,78135.0,Desktop
60.0,79699.0,Desktop
54.0,166227.0,Mobile
32.0,81036.0,Tablet
45.0,144729.0,Desktop
35.0,36990.0,Desktop
51.0,168063.0,Mobile
39.0,192117.0,Desktop
28.0,34134.0,Tablet
30.0,65464.0,Desktop
21.0,99073.0,Mobile
39.0,183576.0,Mobile
24.0,146680.0,Mobile
60.0,190075.0,Tablet
41.0,164119.0,Tablet
21.0,149366.0,Mobile
45.0,131685.0,Desktop
32.0,107541.0,Tablet
18.0,95709.0,Mobile
20.0,168478.0,Desktop
31.0,100105.0,Mobile
55.0,180371.0,Tablet
67.0,62043.0,Desktop
18.0,175822.0,Desktop
55.0,183056.0,Mobile
55.0,71536.0,Mobile
38.0,18706.0,Mobile
65.0,157338.0,Tablet
46.0,101422.0,Desktop
22.0,138555.0,Mobile
66.0,193616.0,Tablet
27.0,90382.0,Mobile
45.0,93255.0,Tablet
38.0,101924.0,Tablet
67.0,60116.0,Desktop
24.0,100464.0,Mobile
20.0,192398.0,Mobile
62.0,84354.0,Desktop
64.0,23087.0,Mobile
37.0,136770.0,Mobile
36.0,116747.0,Mobile
52.0,194488.0,Mobile
21.0,102629.0,Desktop
22.0,81583.0,Desktop
18.0,58413.0,Desktop
21.0,99580.0,Desktop
29.0,96530.0,Mobile
44.0,172910.0,Tablet
59.0,145393.0,Mobile
40.0,54034.0,Desktop
42.0,105875.0,Mobile
38.0,156631.0,Mobile
69.0,149480.0,Mobile
41.0,38878.0,Tablet
42.0,164140.0,Mobile
62.0,192216.0,Desktop
63.0,173381.0,Mobile
49.0,178463.0,Desktop
49.0,106025.0,Tablet
22.0,108243.0,Tablet
53.0,103647.0,Tablet
63.0,97462.0,Tablet
59.0,181043.0,Desktop
66.0,99855.0,Tablet
59.0,138300.0,Tablet
56.0,140250.0,Mobile
33.0,87812.0,Mobile
50.0,69851.0,Tablet
66.0,64698.0,Mobile
38.0,36345.0,Tablet
26.0,185424.0,Desktop
23.0,72797.0,Mobile
68.0,66843.0,Tablet
62.0,24949.0,Mobile
52.0,52542.0,Desktop
56.0,178899.0,Mobile
39.0,106529.0,Tablet
58.0,140040.0,Tablet
22.0,145268.0,Tablet
59.0,98258.0,Tablet
40.0,105578.0,Mobile
34.0,153073.0,Desktop
29.0,22948.0,Mobile
40.0,112410.0,Tablet
33.0,99391.0,Tablet
20.0,171367.0,Desktop
47.0,171883.0,Desktop
39.0,56522.0,Desktop
26.0,188014.0,Mobile
46.0,75310.0,Tablet
64.0,175297.0,Mobile
54.0,126350.0,Tablet
40.0,121405.0,Mobile
30.0,65882.0,Tablet
49.0,166795.0,Mobile
63.0,88415.0,Tablet
69.0,90085.0,Desktop
64.0,134913.0,Mobile
65.0,145985.0,Mobile
40.0,180802.0,Mobile
62.0,30136.0,Desktop
34.0,120550.0,Tablet
57.0,57148.0,Tablet
38.0,86501.0,Mobile
19.0,126672.0,Mobile
54.0,58967.0,Mobile
23.0,184147.0,Desktop
61.0,34507.0,Tablet
35.0,116447.0,Desktop
47.0,116104.0,Mobile
39.0,195547.0,Mobile
50.0,178153.0,Mobile
47.0,131890.0,Desktop
34.0,103122.0,Mobile
60.0,148414.0,Tablet
49.0,141273.0,Tablet
59.0,59360.0,Tablet
68.0,25167.0,Mobile
31.0,77853.0,Mobile
27.0,63303.0,Desktop
64.0,127988.0,Desktop
68.0,81991.0,Mobile
53.0,172365.0,Tablet
51.0,148611.0,Tablet
26.0,116922.0,Desktop
59.0,105986.0,Tablet
45.0,141550.0,Desktop
28.0,164661.0,Desktop
31.0,158791.0,Tablet
56.0,18591.0,Mobile
64.0,167170.0,Tablet
36.0,85250.0,Tablet
32.0,142410.0,Desktop
45.0,107955.0,Desktop
41.0,175675.0,Mobile
25.0,19667.0,Desktop
60.0,88993.0,Desktop
26.0,88829.0,Tablet
64.0,194172.0,Tablet
50.0,39238.0,Mobile
50.0,140636.0,Desktop
36.0,172182.0,Mobile
20.0,115573.0,Mobile
27.0,140842.0,Desktop
57.0,99403.0,Desktop
64.0,26184.0,Tablet
59.0,101349.0,Mobile
18.0,40482.0,Mobile
46.0,188636.0,Tablet
67.0,30660.0,Desktop
51.0,39479.0,Mobile
68.0,52230.0,Desktop
30.0,18340.0,Mobile
18.0,120251.0,Tablet
51.0,46829.0,Mobile
46.0,153111.0,Mobile
65.0,153227.0,Tablet
64.0,140045.0,Mobile
30.0,141086.0,Tablet
65.0,185510.0,Mobile
66.0,118213.0,Tablet
46.0,88933.0,Tablet
56.0,129753.0,Desktop
41.0,158309.0,Tablet
43.0,115355.0,Desktop
34.0,146074.0,Tablet
24.0,137114.0,Desktop
30.0,192866.0,Tablet
22.0,80860.0,Tablet
43.0,184974.0,Mobile
66.0,36275.0,Mobile
20.0,66734.0,Tablet
24.0,78261.0,Mobile
66.0,178133.0,Desktop
56.0,140526.0,Desktop
18.0,181962.0,Tablet
66.0,104896.0,Mobile
34.0,34498.0,Desktop
60.0,92003.0,Mobile
42.0,159441.0,Tablet
20.0,191186.0,Desktop
32.0,75071.0,Desktop
46.0,28997.0,Tablet
60.0,58518.0,Mobile
49.0,124885.0,Mobile
43.0,145480.0,Tablet
33.0,39686.0,Mobile
42.0,100736.0,Mobile
45.0,90691.0,Desktop
26.0,28074.0,Tablet
18.0,33091.0,Desktop
46.0,21715.0,Tablet
39.0,53821.0,Desktop
33.0,35199.0,Mobile
58.0,149111.0,Mobile
68.0,20861.0,Desktop
61.0,67008.0,Tablet
68.0,72668.0,Tablet
58.0,185176.0,Tablet
24.0,182202.0,Tablet
31.0,137494.0,Tablet
46.0,182330.0,Desktop
36.0,45691.0,Mobile
36.0,38815.0,Tablet
19.0,106674.0,Desktop
58.0,98464.0,Desktop
62.0,102771.0,Tablet
32.0,171173.0,Desktop
20.0,101553.0,Desktop
28.0,142602.0,Mobile
63.0,171488.0,Mobile
47.0,99185.0,Desktop
57.0,126184.0,Desktop
35.0,56026.0,Mobile
68.0,171408.0,Desktop
65.0,135975.0,Mobile
19.0,20260.0,Tablet
49.0,159729.0,Desktop
25.0,138344.0,Mobile
39.0,117495.0,Desktop
23.0,175151.0,Desktop
29.0,167355.0,Tablet
64.0,16467.0,Desktop
57.0,152173.0,Desktop
53.0,148832.0,Mobile
32.0,119725.0,Mobile
45.0,158720.0,Tablet
69.0,49161.0,Tablet
66.0,125803.0,Tablet
62.0,102298.0,Mobile
35.0,33083.0,Mobile
19.0,163576.0,Mobile
30.0,184169.0,Tablet
62.0,65723.0,Mobile
32.0,194811.0,Mobile
37.0,127660.0,Desktop
46.0,157768.0,Tablet
59.0,120071.0,Desktop
46.0,102258.0,Tablet
20.0,110735.0,Tablet
36.0,77071.0,Mobile
20.0,109968.0,Tablet
31.0,69094.0,Tablet
57.0,196343.0,Mobile
21.0,57415.0,Mobile
69.0,103251.0,Desktop
28.0,42124.0,Tablet
48.0,38403.0,Mobile
60.0,17422.0,Mobile
49.0,144457.0,Desktop
44.0,120894.0,Mobile
47.0,159527.0,Mobile
60.0,174259.0,Desktop
19.0,193181.0,Tablet
66.0,90068.0,Desktop
26.0,159613.0,Mobile
45.0,161553.0,Desktop
48.0,57478.0,Tablet
51.0,53593.0,Tablet
32.0,87296.0,Mobile
65.0,188991.0,Desktop
42.0,56670.0,Desktop
53.0,35954.0,Mobile
25.0,48341.0,Tablet
26.0,42419.0,Mobile
54.0,64659.0,Tablet
65.0,148294.0,Desktop
62.0,71840.0,Desktop
56.0,172345.0,Mobile
49.0,81323.0,Desktop
69.0,108901.0,Desktop
34.0,117971.0,Tablet
52.0,131921.0,Mobile
54.0,40162.0,Mobile
36.0,91893.0,Tablet
61.0,198874.0,Desktop
46.0,60569.0,Tablet
24.0,132937.0,Desktop
45.0,42277.0,Mobile
26.0,119375.0,Tablet
45.0,195188.0,Mobile
23.0,100956.0,Desktop
46.0,72899.0,Desktop
34.0,195101.0,Tablet
33.0,27167.0,Mobile
40.0,60350.0,Desktop
48.0,161662.0,Tablet
20.0,42883.0,Mobile
38.0,190578.0,Tablet
43.0,29374.0,Tablet
53.0,39551.0,Mobile
59.0,109188.0,Mobile
54.0,135766.0,Tablet
39.0,163917.0,Desktop
59.0,102834.0,Mobile
29.0,21352.0,Mobile
59.0,115475.0,Mobile
30.0,126566.0,Tablet
28.0,72080.0,Tablet
33.0,23594.0,Desktop
25.0,23475.0,Tablet
57.0,144599.0,Desktop
57.0,103035.0,Desktop
62.0,110983.0,Tablet
19.0,183496.0,Tablet
47.0,90923.0,Tablet
47.0,17670.0,Tablet
29.0,74263.0,Tablet
27.0,50316.0,Mobile
61.0,33710.0,Tablet
28.0,185886.0,Desktop
32.0,115510.0,Tablet
33.0,20179.0,Desktop
34.0,40063.0,Tablet
43.0,195688.0,Mobile
19.0,199547.0,Desktop
67.0,73009.0,Tablet
29.0,86011.0,Tablet
68.0,155753.0,Mobile
43.0,87501.0,Desktop
40.0,48566.0,Mobile
35.0,132488.0,Desktop
49.0,173946.0,Mobile
66.0,198464.0,Tablet
55.0,182195.0,Tablet
64.0,100849.0,Mobile
20.0,191389.0,Tablet
55.0,76217.0,Mobile
20.0,39939.0,Desktop
47.0,193174.0,Desktop
18.0,94854.0,Mobile
47.0,186528.0,Tablet
62.0,156409.0,Desktop
49.0,157095.0,Desktop
45.0,93406.0,Mobile
38.0,118326.0,Desktop
63.0,120888.0,Desktop
30.0,75916.0,Tablet
44.0,193692.0,Mobile
53.0,29274.0,Mobile
24.0,100285.0,Mobile
39.0,39398.0,Desktop
27.0,96506.0,Desktop
56.0,45135.0,Mobile
32.0,127096.0,Mobile
32.0,142843.0,Mobile
21.0,26412.0,Tablet
49.0,161365.0,Tablet
40.0,199041.0,Desktop
23.0,159266.0,Tablet
41.0,128283.0,Mobile
37.0,106182.0,Desktop
54.0,109301.0,Desktop
37.0,52219.0,Tablet
29.0,50507.0,Tablet
50.0,71591.0,Desktop
45.0,102468.0,Desktop
25.0,185631.0,Mobile
18.0,104836.0,Mobile
54.0,103765.0,Desktop
39.0,152939.0,Tablet
23.0,89644.0,Desktop
38.0,18943.0,Mobile
49.0,161595.0,Desktop
52.0,116764.0,Desktop
32.0,82028.0,Desktop
22.0,182461.0,Tablet
63.0,154990.0,Mobile
67.0,192682.0,Tablet
65.0,191893.0,Desktop
23.0,41185.0,Tablet
42.0,36402.0,Desktop
63.0,109860.0,Mobile
57.0,175648.0,Desktop
46.0,38134.0,Mobile
24.0,195311.0,Desktop
57.0,45505.0,Mobile
30.0,130250.0,Desktop
55.0,16268.0,Mobile
35.0,86097.0,Tablet
19.0,70197.0,Mobile
25.0,157343.0,Desktop
28.0,117958.0,Desktop
50.0,132859.0,Tablet
55.0,22512.0,Tablet
65.0,78968.0,Tablet
44.0,136534.0,Mobile
37.0,75757.0,Mobile
29.0,167494.0,Mobile
60.0,122753.0,Tablet
48.0,145282.0,Desktop
44.0,111381.0,Desktop
49.0,158836.0,Tablet
27.0,167236.0,Desktop
20.0,123915.0,Tablet
62.0,81679.0,Desktop
44.0,175285.0,Mobile
52.0,87239.0,Mobile
48.0,109386.0,Tablet
32.0,156878.0,Mobile
33.0,153166.0,Desktop
30.0,31158.0,Tablet
66.0,129523.0,Desktop
52.0,42209.0,Tablet
69.0,28763.0,Desktop
28.0,182328.0,Mobile
38.0,57105.0,Mobile
68.0,115408.0,Desktop
28.0,100776.0,Tablet
47.0,118423.0,Tablet
65.0,159582.0,Mobile
52.0,133747.0,Mobile
39.0,82344.0,Desktop
55.0,167936.0,Tablet
48.0,80945.0,Desktop
31.0,146717.0,Mobile
41.0,76264.0,Mobile
67.0,98471.0,Mobile
66.0,159998.0,Tablet
49.0,135050.0,Mobile
53.0,147185.0,Mobile
49.0,198811.0,Desktop
32.0,64213.0,Desktop
60.0,171883.0,Mobile
52.0,150664.0,Desktop
20.0,127695.0,Mobile
33.0,39552.0,Desktop
22.0,76898.0,Tablet
38.0,67118.0,Desktop
27.0,34744.0,Desktop
36.0,37046.0,Desktop
42.0,96365.0,Desktop
21.0,122908.0,Tablet
46.0,79932.0,Tablet
36.0,141464.0,Desktop
60.0,123229.0,Desktop
19.0,38084.0,Tablet
27.0,51398.0,Mobile
60.0,112219.0,Tablet
42.0,178549.0,Mobile
37.0,151272.0,Mobile
65.0,123987.0,Mobile
36.0,17039.0,Mobile
40.0,104374.0,Desktop
41.0,114611.0,Tablet
28.0,152706.0,Mobile
63.0,79899.0,Desktop
51.0,16724.0,Mobile
45.0,102590.0,Mobile
22.0,148527.0,Tablet
22.0,127966.0,Tablet
68.0,87628.0,Mobile
38.0,172684.0,Desktop
29.0,55456.0,Tablet
67.0,57773.0,Tablet
21.0,149133.0,Desktop
66.0,178073.0,Mobile
59.0,25586.0,Tablet
37.0,109479.0,Tablet
55.0,90012.0,Desktop
42.0,105507.0,Tablet
31.0,149835.0,Mobile
28.0,60209.0,Desktop
49.0,170150.0,Desktop
28.0,73434.0,Desktop
35.0,50656.0,Tablet
44.0,199667.0,Desktop
35.0,150078.0,Mobile
40.0,32470.0,Tablet
28.0,87035.0,Mobile
38.0,114608.0,Mobile
61.0,91840.0,Desktop
22.0,110771.0,Mobile
40.0,168966.0,Mobile
58.0,163470.0,Desktop
42.0,60332.0,Desktop
58.0,135536.0,Desktop
27.0,92533.0,Tablet
39.0,176852.0,Mobile
36.0,188158.0,Desktop
18.0,172578.0,Tablet
24.0,145194.0,Tablet
21.0,123618.0,Mobile
18.0,118424.0,Tablet
32.0,110596.0,Desktop
57.0,66020.0,Desktop
29.0,160057.0,Mobile
39.0,117416.0,Mobile
39.0,137610.0,Mobile
67.0,147534.0,Mobile
64.0,39082.0,Desktop
34.0,147937.0,Tablet
46.0,51777.0,Tablet
63.0,157394.0,Desktop
31.0,173834.0,Tablet
67.0,29538.0,Desktop
37.0,72125.0,Mobile
67.0,105583.0,Mobile
65.0,149249.0,Tablet
50.0,42502.0,Mobile
60.0,144988.0,Tablet
32.0,34249.0,Desktop
29.0,18197.0,Tablet
57.0,50229.0,Mobile
37.0,39166.0,Desktop
47.0,154764.0,Tablet
55.0,121298.0,Mobile
20.0,16775.0,Desktop
45.0,47656.0,Mobile
43.0,15606.0,Desktop
47.0,72281.0,Mobile
30.0,22375.0,Mobile
30.0,145708.0,Desktop
19.0,142325.0,Desktop
54.0,15819.0,Tablet
66.0,91992.0,Mobile
55.0,177445.0,Mobile
19.0,146855.0,Mobile
53.0,197070.0,Desktop
43.0,22560.0,Desktop
28.0,44168.0,Desktop
25.0,170336.0,Desktop
61.0,141625.0,Mobile
57.0,114436.0,Tablet
60.0,93598.0,Desktop
39.0,192873.0,Mobile
37.0,90924.0,Desktop
25.0,193431.0,Desktop
46.0,174108.0,Tablet
57.0,20318.0,Tablet
43.0,69714.0,Desktop
47.0,45544.0,Mobile
34.0,35823.0,Tablet
37.0,195900.0,Mobile
69.0,119555.0,Mobile
33.0,31978.0,Desktop
63.0,174532.0,Mobile
60.0,190183.0,Mobile
24.0,149396.0,Tablet
33.0,137418.0,Mobile
62.0,149006.0,Tablet
64.0,20033.0,Mobile
65.0,120067.0,Desktop
44.0,152158.0,Mobile
40.0,183173.0,Desktop
41.0,190017.0,Tablet
26.0,33894.0,Tablet
52.0,19687.0,Desktop
68.0,148959.0,Mobile
37.0,149115.0,Mobile
54.0,164087.0,Mobile
59.0,32789.0,Mobile
34.0,71784.0,Mobile
64.0,21115.0,Desktop
48.0,43821.0,Desktop
25.0,37879.0,Desktop
32.0,132177.0,Tablet
48.0,199714.0,Desktop
47.0,64157.0,Tablet
63.0,178789.0,Desktop
37.0,75262.0,Mobile
56.0,55971.0,Mobile
29.0,116146.0,Desktop
66.0,136535.0,Tablet
34.0,107384.0,Mobile
59.0,170814.0,Mobile
47.0,127453.0,Tablet
46.0,115277.0,Tablet
36.0,41520.0,Tablet
63.0,29833.0,Mobile
28.0,197419.0,Tablet
51.0,76475.0,Tablet
67.0,23143.0,Desktop
24.0,104472.0,Tablet
61.0,117132.0,Mobile
51.0,102005.0,Tablet
37.0,63538.0,Mobile
67.0,78795.0,Desktop
55.0,118041.0,Mobile
41.0,97159.0,Desktop
27.0,138796.0,Mobile
49.0,92166.0,Tablet
69.0,163311.0,Desktop
32.0,173312.0,Desktop
54.0,116542.0,Desktop
37.0,15553.0,Mobile
20.0,170590.0,Mobile
54.0,123381.0,Tablet
57.0,28612.0,Mobile
25.0,91673.0,Mobile
57.0,79459.0,Mobile
61.0,40804.0,Desktop
40.0,56154.0,Mobile
57.0,186178.0,Mobile
28.0,125183.0,Tablet
63.0,155689.0,Mobile
25.0,161470.0,Mobile
46.0,17693.0,Mobile
47.0,45971.0,Tablet
27.0,141633.0,Tablet
56.0,95078.0,Mobile
45.0,89227.0,Tablet
66.0,93990.0,Tablet
53.0,101034.0,Tablet
30.0,100567.0,Tablet
49.0,55677.0,Tablet
53.0,83402.0,Mobile
54.0,195910.0,Tablet
43.0,113104.0,Mobile
39.0,37291.0,Tablet
21.0,43497.0,Tablet
48.0,130135.0,Tablet
35.0,46969.0,Mobile
55.0,188156.0,Mobile
41.0,162749.0,Mobile
40.0,45245.0,Desktop
39.0,68312.0,Desktop
19.0,181386.0,Mobile
48.0,23267.0,Tablet
28.0,54812.0,Desktop
45.0,149847.0,Desktop
63.0,140562.0,Tablet
49.0,91924.0,Mobile
22.0,40875.0,Tablet
55.0,110803.0,Desktop
27.0,62589.0,Tablet
57.0,18534.0,Tablet
63.0,185952.0,Desktop
41.0,164155.0,Tablet
52.0,76807.0,Tablet
61.0,66670.0,Desktop
65.0,90465.0,Desktop
40.0,69720.0,Mobile
34.0,188962.0,Desktop
18.0,185672.0,Mobile
48.0,187401.0,Mobile
48.0,112619.0,Mobile
59.0,18739.0,Mobile
59.0,166829.0,Mobile
51.0,48107.0,Desktop
26.0,148934.0,Tablet
39.0,97533.0,Mobile
30.0,32487.0,Tablet
42.0,43353.0,Mobile
65.0,23984.0,Tablet
35.0,38130.0,Tablet
68.0,88794.0,Mobile
29.0,183351.0,Desktop
57.0,55080.0,Mobile
34.0,27839.0,Mobile
32.0,113874.0,Desktop
59.0,56499.0,Mobile
32.0,145094.0,Tablet
32.0,151428.0,Mobile
56.0,97036.0,Mobile
30.0,90926.0,Mobile
34.0,44778.0,Desktop
49.0,120528.0,Mobile
26.0,78192.0,Mobile
57.0,198255.0,Desktop
37.0,100376.0,Desktop
43.0,143219.0,Mobile
44.0,44980.0,Tablet
38.0,181891.0,Desktop
35.0,29065.0,Mobile
30.0,140361.0,Tablet
33.0,25559.0,Desktop
26.0,139514.0,Desktop
29.0,88969.0,Mobile
61.0,154728.0,Desktop
55.0,58210.0,Desktop
36.0,46477.0,Desktop
24.0,121111.0,Mobile
52.0,44529.0,Tablet
65.0,33262.0,Mobile
35.0,80087.0,Desktop
33.0,183721.0,Mobile
56.0,199860.0,Mobile
21.0,66686.0,Mobile
42.0,188937.0,Desktop
49.0,182649.0,Tablet
57.0,89299.0,Mobile
30.0,128044.0,Mobile
62.0,51409.0,Mobile
34.0,174152.0,Mobile
66.0,174267.0,Tablet
54.0,161681.0,Desktop
23.0,34535.0,Desktop
36.0,138828.0,Tablet
30.0,150182.0,Tablet
43.0,124518.0,Desktop
31.0,153279.0,Mobile
48.0,63637.0,Mobile
21.0,179146.0,Tablet
56.0,187736.0,Desktop
25.0,89405.0,Mobile
42.0,58872.0,Tablet
30.0,27185.0,Mobile
49.0,121706.0,Mobile
55.0,166950.0,Tablet
55.0,16396.0,Tablet
45.0,18460.0,Desktop
47.0,117657.0,Mobile
20.0,197386.0,Desktop
45.0,191461.0,Tablet
20.0,22676.0,Tablet
62.0,52312.0,Tablet
51.0,149220.0,Tablet
33.0,158344.0,Mobile
39.0,17655.0,Tablet
49.0,189177.0,Mobile
55.0,70863.0,Desktop
25.0,76045.0,Mobile
25.0,60517.0,Mobile
23.0,89227.0,Mobile
31.0,189710.0,Tablet
49.0,89789.0,Mobile
52.0,69322.0,Mobile
27.0,116800.0,Tablet
20.0,135782.0,Tablet
29.0,150294.0,Mobile
66.0,66141.0,Tablet
48.0,25716.0,Tablet
46.0,75644.0,Mobile
22.0,140650.0,Desktop
69.0,103499.0,Desktop
42.0,147454.0,Tablet
58.0,150239.0,Mobile
48.0,132323.0,Desktop
38.0,118849.0,Tablet
37.0,96117.0,Mobile
56.0,106730.0,Desktop
39.0,194793.0,Mobile
21.0,174895.0,Desktop
30.0,75972.0,Desktop
62.0,89963.0,Tablet
59.0,69534.0,Tablet
67.0,182823.0,Desktop
66.0,131093.0,Mobile
37.0,39121.0,Tablet
69.0,86736.0,Tablet
30.0,168198.0,Tablet
34.0,76581.0,Tablet
53.0,41123.0,Tablet
50.0,66036.0,Desktop
18.0,145062.0,Desktop
32.0,93855.0,Tablet
30.0,161662.0,Mobile
34.0,192337.0,Desktop
41.0,37701.0,Desktop
25.0,56178.0,Desktop
67.0,120734.0,Mobile
44.0,52118.0,Mobile
62.0,40387.0,Mobile
40.0,72613.0,Mobile
63.0,61666.0,Tablet
25.0,185207.0,Mobile
25.0,44554.0,Tablet
43.0,134387.0,Mobile
64.0,57146.0,Desktop
30.0,115037.0,Desktop
56.0,159060.0,Desktop
54.0,198191.0,Tablet
66.0,31456.0,Tablet
45.0,134681.0,Tablet
42.0,137573.0,Mobile
33.0,175286.0,Mobile
19.0,76405.0,Desktop
35.0,157106.0,Mobile
34.0,15877.0,Desktop
47.0,77718.0,Mobile
56.0,73100.0,Tablet
30.0,24642.0,Mobile
49.0,115844.0,Tablet
67.0,65483.0,Tablet
46.0,80293.0,Mobile
63.0,90450.0,Desktop
47.0,111629.0,Mobile
35.0,128140.0,Desktop
30.0,64508.0,Desktop
60.0,122815.0,Desktop
38.0,146651.0,Mobile
47.0,27587.0,Desktop
38.0,81181.0,Mobile
65.0,194542.0,Tablet
34.0,162000.0,Mobile
57.0,107345.0,Tablet
36.0,58591.0,Desktop
69.0,46901.0,Tablet
32.0,108411.0,Tablet
26.0,154571.0,Tablet
69.0,146305.0,Desktop
27.0,163490.0,Desktop
61.0,74566.0,Mobile
48.0,30246.0,Desktop
40.0,184857.0,Desktop
69.0,118425.0,Mobile
47.0,128400.0,Desktop
50.0,49503.0,Mobile
69.0,150349.0,Mobile
26.0,81477.0,Desktop
64.0,146421.0,Desktop
18.0,107798.0,Mobile
61.0,88000.0,Desktop
52.0,159580.0,Tablet
28.0,112565.0,Desktop
51.0,125123.0,Tablet
33.0,82081.0,Mobile
26.0,131434.0,Tablet
49.0,43957.0,Tablet
32.0,153968.0,Mobile
29.0,120634.0,Desktop
50.0,150360.0,Desktop
62.0,171816.0,Mobile
31.0,36150.0,Desktop
25.0,102877.0,Desktop
25.0,125540.0,Tablet
44.0,120139.0,Mobile
29.0,36091.0,Desktop
18.0,146972.0,Mobile
60.0,61702.0,Mobile
57.0,34725.0,Tablet
59.0,43722.0,Mobile
68.0,170150.0,Desktop
28.0,33059.0,Mobile
56.0,33161.0,Mobile
60.0,105345.0,Mobile
48.0,25687.0,Tablet
34.0,97503.0,Mobile
50.0,114770.0,Tablet
49.0,23694.0,Tablet
46.0,185590.0,Desktop
38.0,142260.0,Mobile
38.0,114459.0,Desktop
57.0,176713.0,Tablet
40.0,186800.0,Mobile
23.0,65087.0,Tablet
39.0,189623.0,Mobile
67.0,122941.0,Desktop
55.0,71561.0,Desktop
54.0,20364.0,Tablet
62.0,92008.0,Mobile
68.0,150046.0,Tablet
25.0,39053.0,Tablet
58.0,186144.0,Desktop
66.0,147282.0,Desktop
52.0,187661.0,Desktop
68.0,120128.0,Desktop
28.0,53966.0,Mobile
41.0,41070.0,Mobile
66.0,124573.0,Tablet
38.0,121327.0,Desktop
68.0,157318.0,Mobile
19.0,165271.0,Mobile
57.0,54829.0,Desktop
36.0,76125.0,Mobile
56.0,120111.0,Tablet
45.0,120277.0,Desktop
34.0,15169.0,Tablet
23.0,108943.0,Mobile
36.0,107408.0,Tablet
55.0,159021.0,Tablet
45.0,62313.0,Desktop
19.0,93735.0,Desktop
55.0,75131.0,Tablet
54.0,141195.0,Mobile
68.0,122127.0,Desktop
69.0,187836.0,Desktop
21.0,176971.0,Desktop
39.0,62740.0,Tablet
43.0,169353.0,Desktop
66.0,127339.0,Mobile
60.0,83570.0,Mobile
53.0,159400.0,Desktop
30.0,59047.0,Tablet
69.0,134168.0,Desktop
49.0,165868.0,Desktop
34.0,87666.0,Mobile
58.0,117173.0,Tablet
53.0,70251.0,Mobile
63.0,15791.0,Desktop
36.0,27333.0,Mobile
52.0,182681.0,Desktop
63.0,83892.0,Tablet
57.0,186362.0,Tablet
45.0,150997.0,Mobile
18.0,156836.0,Desktop
59.0,69226.0,Desktop
35.0,92632.0,Mobile
65.0,54468.0,Tablet
57.0,17094.0,Tablet
50.0,60583.0,Tablet
29.0,64021.0,Tablet
25.0,30362.0,Tablet
41.0,187647.0,Tablet
33.0,192093.0,Desktop
67.0,27185.0,Tablet
21.0,185843.0,Desktop
55.0,96678.0,Mobile
61.0,133984.0,Desktop
44.0,181141.0,Tablet
26.0,58190.0,Mobile
64.0,155836.0,Tablet
33.0,173185.0,Mobile
29.0,31888.0,Desktop
